,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mean Response,,,,,,,,,,,,,,Number of Students Responding to the Question,,,,,,,,,,,,,,,,
Fall 04,FREN 600 004, Jean-Joseph Goux,1,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,FREN 600 009, Julie Fette,1,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,1.00,1.00,4.00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,
Fall 04,FSEM 110 001, Gary Wihl,9,3.45,3.91,2.09,3.00,2.36,3.09,3.82,3.82,3.27,3.27,2.91,3.64,3.91,2.45,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,
Fall 04,FSEM 126 001, Sarah Westphal-Wihl,14,1.71,1.79,1.71,1.50,1.43,1.71,1.43,1.71,1.36,1.86,1.64,2.07,1.57,2.64,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
Fall 04,FSEM 128 001, Christian Emden,22,1.62,2.14,2.24,1.71,1.90,2.00,1.90,2.00,1.52,2.33,2.24,2.14,2.10,2.76,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,
Fall 04,FSEM 131 001, Louisa Shea,13,1.46,1.62,1.15,1.15,1.38,1.69,1.69,1.54,1.38,1.54,1.92,2.08,1.62,3.08,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,FSEM 151 001, Michael Maas,9,2.08,1.46,2.15,1.38,1.46,1.46,1.54,1.69,1.38,2.00,2.08,2.08,1.54,3.38,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,GERM 101 001, Christa Gaug,12,1.27,1.18,1.18,1.09,1.09,1.45,1.55,1.18,1.09,1.55,1.27,1.55,1.27,3.55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,GERM 101 002, Christa Gaug,15,1.15,1.31,1.00,1.00,1.00,1.38,1.46,1.23,1.08,1.23,1.46,1.62,1.38,4.23,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,
Fall 04,GERM 101 003, Richard Spuler,18,1.47,2.12,1.35,1.35,1.59,2.12,1.65,1.71,1.41,1.88,1.94,1.47,1.82,3.88,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
Fall 04,GERM 101 004, Harry Roddy,6,1.83,2.17,2.17,1.50,1.50,1.50,1.50,1.83,2.00,2.50,2.50,2.17,2.17,3.33,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,
Fall 04,GERM 102 001, Harry Roddy,6,2.40,1.40,3.00,1.00,1.20,1.40,1.40,1.00,1.20,2.20,2.00,1.40,1.40,2.80,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,GERM 126 001, Sarah Westphal-Wihl,2,1.79,1.79,1.71,1.57,1.43,1.57,1.50,1.71,1.43,1.79,1.64,2.14,1.57,2.57,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
Fall 04,GERM 128 001, Christian Emden,5,1.62,2.14,2.24,1.71,1.90,2.00,1.90,2.00,1.52,2.33,2.24,2.14,2.10,2.76,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,
Fall 04,GERM 201 001, Richard Spuler,8,1.63,1.88,1.38,1.38,1.38,1.71,1.88,1.75,1.50,2.00,2.00,2.13,2.00,3.13,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,
Fall 04,GERM 201 002, Harry Roddy,5,3.50,2.75,4.75,1.00,2.00,2.25,2.50,3.00,2.25,3.25,2.25,3.00,3.00,3.00,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,GERM 303 001, Maria-Regina Kecht,9,1.14,1.57,1.14,1.57,1.71,2.71,1.71,1.43,1.29,2.00,2.57,1.17,2.00,4.29,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,
Fall 04,GERM 324 001, Uwe Steiner,5,1.75,2.00,1.50,1.75,2.00,2.00,1.50,1.75,1.75,2.25,1.75,2.25,2.00,3.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,
Fall 04,GERM 331 001, Peter Caldwell,0,1.29,1.71,1.43,1.29,1.14,1.14,1.43,1.43,1.14,2.00,1.71,1.29,1.29,3.71,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,GERM 331 001, Christian Emden,0,1.29,1.71,1.43,1.29,1.14,1.14,1.43,1.43,1.14,2.00,1.71,1.29,1.29,3.71,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,GERM 411 001, Uwe Steiner,9,1.44,2.44,1.33,1.89,1.78,2.56,2.33,1.89,1.33,2.33,2.11,2.33,2.00,3.11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,GREE 101 001, Hilary Mackie,12,1.36,2.27,1.27,1.45,1.55,2.36,2.18,1.82,1.27,2.09,1.55,1.64,2.18,3.18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,GREE 201 001, Hilary Mackie,8,1.75,1.63,1.63,1.50,1.50,2.00,2.00,1.75,1.50,2.00,2.17,1.88,1.88,2.75,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,7,
Fall 04,GREE 491 001, Hilary Mackie,3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,
Fall 04,HANS 142 001, Roger Elkhouri,30,1.45,1.59,2.76,1.14,1.34,1.55,1.38,1.34,1.03,1.52,1.69,1.59,1.34,2.21,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,
Fall 04,HART 104 001, Linda Neagley,35,2.92,4.12,3.08,3.38,2.81,3.28,4.04,4.00,2.73,3.88,3.88,3.92,4.08,3.40,26,26,26,26,26,25,26,26,26,26,24,24,25,25,24,25,
Fall 04,HART 104 001, Caroline K. Quenemoen ,35,1.28,1.48,1.48,1.38,1.59,1.79,1.86,1.55,1.38,1.76,2.10,2.07,1.76,3.34,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
Fall 04,HART 240 001, Linda Neagley,21,1.77,2.86,1.77,2.18,2.23,2.91,3.14,3.00,2.00,2.23,2.50,2.68,2.50,3.18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,
Fall 04,HART 240 001, Joseph Manca,21,1.65,2.04,1.83,2.13,2.13,2.13,2.26,1.87,1.48,2.35,2.91,2.35,2.35,3.04,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
Fall 04,HART 280 001, Charles Dove,29,1.67,2.06,1.67,1.61,1.94,1.94,1.83,2.06,1.33,1.83,2.22,2.47,1.94,2.44,18,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,
Fall 04,HART 320 001, Scott McGill,13,1.56,1.72,1.50,1.28,1.33,1.44,1.56,1.39,1.44,1.83,2.06,2.00,1.83,3.33,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
Fall 04,HART 320 001, Caroline K. Quenemoen,13,1.30,1.45,1.45,1.35,1.75,1.65,1.75,1.60,1.35,1.80,2.10,1.80,1.85,3.20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,38,
Fall 04,HART 325 001, Shirine Hamadeh,7,1.43,2.00,1.57,2.71,2.86,2.14,1.43,2.29,1.57,2.29,2.71,2.43,2.00,3.00,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,HART 352 001, Robert Costello,15,1.27,1.53,1.33,1.27,1.27,2.07,1.53,1.40,1.07,1.53,1.93,1.87,1.47,3.13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
Fall 04,HART 353 001, Robert Costello,5,1.00,1.00,1.40,1.40,1.20,1.40,1.00,1.20,1.00,1.20,1.80,2.00,1.40,2.60,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,HART 364 001, Marcia Brennan,10,1.25,1.88,1.50,2.00,2.13,1.50,1.63,1.75,1.50,1.63,1.88,2.00,1.63,2.63,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,HART 368 001, Marcia Brennan,10,1.00,1.20,1.00,1.10,1.00,1.10,1.00,1.00,1.10,1.40,1.60,1.30,1.10,3.80,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,
Fall 04,HART 383 001, Charles Dove,13,1.90,2.20,1.40,1.80,1.80,2.30,1.90,2.20,1.50,2.50,2.50,2.40,2.00,2.50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,
Fall 04,HART 387 001, Kirsten Ostherr,9,1.26,2.11,1.21,1.68,1.74,1.89,2.05,1.68,1.26,2.05,2.28,2.00,1.89,3.58,19,19,19,19,19,19,19,19,19,19,18,19,19,19,19,17,
Fall 04,HART 395 001, Marcia Brennan,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,HART 489 001, Charles Dove,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,HEAL 103 001, Roberta Anding,74,1.23,1.38,1.62,1.30,1.36,1.77,1.32,1.19,1.24,1.40,1.55,1.83,1.23,2.23,47,47,47,47,47,47,47,47,46,47,47,47,47,47,46,46,
Fall 04,HEAL 119 001, Emily Page,33,2.62,2.54,2.46,2.17,2.54,2.92,3.31,3.25,3.00,2.85,3.54,3.31,3.77,4.23,13,13,13,12,13,13,13,12,12,13,13,13,13,13,13,13,
Fall 04,HEAL 119 001, Elaine Heywood,33,2.62,2.54,2.46,2.17,2.54,2.92,3.31,3.25,3.00,2.85,3.54,3.31,3.54,4.23,13,13,13,12,13,13,13,12,12,13,13,13,13,13,13,13,
Fall 04,HEAL 222 001, Cynthia Lanier,20,4.75,4.94,4.31,3.88,3.94,4.06,4.69,4.88,4.94,4.63,4.38,4.56,4.81,3.13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,HEAL 313 001, Nicholas Iammarino,11,1.44,1.89,2.22,1.38,1.22,1.67,2.22,1.56,1.00,2.22,2.11,2.22,2.11,3.22,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,HEAL 407 001, Nicholas Iammarino,17,2.17,2.50,1.50,1.50,1.83,1.92,2.00,2.50,1.83,2.42,2.50,2.08,2.33,3.42,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,
Fall 04,HEAL 460 001, Cynthia Lanier,8,3.17,3.17,3.33,2.17,1.83,2.83,2.83,3.17,3.17,4.17,3.83,3.50,3.67,3.83,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,HEAL 499 001, Nicholas Iammarino,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,HEAL 499 002, Cynthia Lanier,8,2.00,2.00,2.00,1.00,1.00,2.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,HEBR 101 001, Tiqva Baron,5,1.60,1.80,1.80,1.20,1.20,1.40,1.00,1.40,1.00,2.00,1.80,1.40,1.20,3.20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,HEBR 201 001, Tiqva Baron,6,1.33,2.00,1.00,1.50,2.00,3.00,2.33,2.17,1.17,2.17,2.67,2.50,2.33,3.83,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,6,
Fall 04,HIND 101 001, Gautami Shah,13,1.92,2.31,2.23,1.62,1.62,1.54,1.69,1.92,1.77,3.23,2.31,2.00,1.92,2.92,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,HIND 201 001, Gautami Shah,14,1.46,1.62,1.62,1.46,1.38,1.38,1.92,1.69,1.31,2.25,1.92,1.83,1.58,2.62,13,13,13,13,13,13,13,13,13,12,12,12,12,13,13,13,
Fall 04,HIST 101 001, John Zammito,55,1.22,1.47,1.91,1.84,1.91,2.06,1.59,1.47,1.25,1.72,2.16,2.06,1.72,3.66,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
Fall 04,HIST 117 001, Thomas Foster,20,1.62,2.15,1.31,1.85,2.00,2.31,2.15,2.15,1.62,1.69,2.00,2.46,2.23,2.54,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,
Fall 04,HIST 151 001, Michael Maas,6,2.08,1.46,2.15,1.38,1.46,1.46,1.54,1.69,1.38,2.00,2.08,2.08,1.54,3.38,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,HIST 206 001, Anne Klein,23,1.78,2.78,1.90,1.84,1.80,2.20,2.67,2.24,1.31,3.43,3.10,3.06,2.59,3.04,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,49,
Fall 04,HIST 206 001, Richard Smith,23,1.78,2.78,1.90,1.84,1.80,2.20,2.67,2.24,1.31,3.43,3.10,3.06,2.59,3.04,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,49,
Fall 04,HIST 206 001, Sarah Thal,23,1.78,2.78,1.90,1.84,1.80,2.20,2.67,2.24,1.31,3.43,3.10,3.06,2.59,3.04,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,49,
Fall 04,HIST 207 001, Harvey Yunis,9,1.72,2.11,1.67,2.11,2.33,2.17,2.00,2.11,1.59,2.56,2.44,2.35,2.17,3.44,18,18,18,18,18,18,18,18,17,18,18,17,18,18,18,18,
Fall 04,HIST 214 001, Edward Cox,8,1.78,1.91,2.09,2.04,1.96,2.00,1.78,1.78,1.39,1.91,2.22,2.09,1.87,3.26,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
Fall 04,HIST 219 001, Richard Smith,9,1.83,2.17,1.50,1.17,1.42,1.50,1.50,1.42,1.00,3.25,2.33,2.00,2.17,3.33,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,HIST 221 001, Sarah Thal,2,1.25,1.50,1.25,1.13,1.25,1.13,1.38,1.38,1.38,1.63,1.63,1.38,1.38,3.63,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,HIST 225 001, Gerard Cohen,19,1.39,1.72,2.11,1.44,1.50,1.50,1.39,1.33,1.22,1.56,1.61,1.94,1.56,3.39,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,
Fall 04,HIST 231 001, Atieno Odhiambo,20,1.82,2.27,1.91,1.91,1.64,2.09,1.82,1.91,1.73,1.82,1.73,2.45,2.00,2.55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,HIST 241 001, Allison Sneider,14,1.59,2.00,1.77,1.95,1.64,2.00,1.91,1.73,1.68,1.77,2.09,2.41,1.91,3.41,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,
Fall 04,HIST 253 001, Tanya Dunlap,2,1.00,1.50,1.50,1.00,1.50,2.00,2.00,1.50,1.50,1.50,1.50,1.00,1.50,4.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,HIST 257 001, Eva Haverkamp,3,1.22,1.33,1.22,1.11,1.22,1.56,1.44,1.44,1.00,1.22,1.44,1.44,1.56,3.22,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,HIST 286 001, John Stroup,6,1.56,1.56,2.33,1.56,1.89,1.67,1.44,1.44,1.22,1.78,1.89,1.56,1.44,2.67,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,HIST 314 001, Edward Cox,18,1.78,1.91,2.09,2.04,1.96,2.00,1.78,1.78,1.45,1.91,2.22,2.09,1.87,3.26,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,
Fall 04,HIST 319 001, Richard Smith,8,1.83,2.17,1.50,1.17,1.42,1.50,1.50,1.42,1.00,3.25,2.33,2.00,2.17,3.33,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,HIST 321 001, Sarah Thal,8,1.25,1.50,1.25,1.13,1.25,1.13,1.38,1.38,1.38,1.63,1.63,1.38,1.38,3.63,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,HIST 324 001, Patricia Seed,29,2.89,2.78,2.50,2.00,1.78,1.67,2.61,2.44,1.50,2.94,2.39,3.17,2.50,1.89,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,
Fall 04,HIST 348 001, Alexander Lichtenstein,17,1.81,2.06,1.44,1.80,2.06,2.13,1.94,1.63,1.50,1.94,1.94,2.13,1.81,3.81,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,HIST 357 001, Eva Haverkamp,5,1.22,1.33,1.22,1.11,1.22,1.56,1.44,1.44,1.00,1.22,1.44,1.44,1.56,3.22,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,HIST 386 001, Allen Matusow,33,1.38,1.58,1.38,1.62,1.46,1.38,1.19,1.19,1.16,1.65,1.46,1.77,1.27,3.35,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,
Fall 04,HIST 409 001, Atieno Odhiambo,7,1.29,1.71,1.14,1.14,1.29,1.43,1.71,1.57,1.14,1.86,1.57,1.86,1.57,3.29,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,
Fall 04,HIST 415 001, Martin Wiener,13,1.33,2.08,1.42,1.58,1.33,1.50,1.58,1.67,1.25,1.42,2.00,1.75,1.58,4.25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,
Fall 04,HIST 429 001, Joel Wolfe,13,1.77,2.15,1.54,1.15,1.38,1.77,1.92,1.62,1.54,2.31,2.50,2.15,1.62,3.62,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,
Fall 04,HIST 430 001, Patricia Seed,52,2.03,2.09,1.86,1.46,1.31,1.50,1.63,1.66,1.51,2.26,1.86,2.26,1.77,2.11,35,35,35,35,35,34,35,35,35,35,35,35,35,35,35,33,
Fall 04,HIST 431 001, Peter Caldwell,7,1.29,1.71,1.57,1.29,1.29,1.00,1.29,1.14,1.00,2.00,1.57,1.14,1.29,3.57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,HIST 431 001, Christian Emden,7,1.29,1.71,1.57,1.29,1.29,1.00,1.29,1.14,1.00,2.00,1.57,1.14,1.29,3.57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,HIST 445 001, Eva Haverkamp,5,1.40,1.80,1.00,1.20,1.00,1.00,1.20,1.80,1.00,1.20,1.60,1.80,1.40,3.20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,
Fall 04,HIST 457 001, Thomas Chivens,2,1.75,2.75,1.50,1.25,1.50,1.75,2.25,1.50,1.50,2.50,2.50,2.50,2.25,3.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,
Fall 04,HIST 464 001, Allen Matusow,9,1.44,1.78,1.22,1.33,1.44,1.44,1.56,1.33,1.11,2.00,1.89,1.44,1.44,4.33,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,HIST 466 001, Thomas Foster,6,1.67,2.00,1.67,3.00,2.67,2.00,2.00,2.33,3.00,2.67,2.67,1.67,2.33,4.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,HIST 537 001, Paula Sanders,6,2.00,3.00,1.60,1.80,1.40,1.60,2.60,2.40,2.40,3.00,3.00,2.40,2.20,3.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,HIST 551 001, Allison Sneider,6,1.60,1.60,1.40,1.20,1.00,1.40,1.40,1.20,1.20,1.40,2.00,1.40,1.20,3.40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,HIST 575 001, Carol Quillen,8,1.88,2.13,2.25,1.25,1.25,1.38,1.63,1.75,1.38,2.50,2.38,2.00,2.25,3.13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,
Fall 04,HIST 577 001, Alexander Lichtenstein,8,1.43,1.57,1.00,1.14,1.29,1.29,1.14,1.14,1.00,1.57,1.29,1.43,1.29,2.29,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,HIST 583 001, John Boles,11,1.50,1.50,1.10,1.10,1.40,1.70,1.70,1.50,1.20,1.70,1.30,1.50,1.60,2.70,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,
Fall 04,HONS 470 001, Michael Watkins,16,2.11,3.11,1.56,2.11,2.11,2.00,3.86,2.86,1.86,3.50,2.14,1.86,2.29,3.71,9,9,9,9,9,8,7,7,7,8,7,7,7,7,7,5,
Fall 04,HUMA 101 001, J Huston,19,1.06,1.12,1.06,1.00,1.47,1.35,1.41,1.06,1.12,1.29,1.59,1.71,1.24,3.41,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,
Fall 04,HUMA 101 002, Donald Morrison,14,1.91,2.73,1.73,2.09,2.18,1.91,2.73,2.36,1.82,2.27,3.00,2.36,2.36,3.00,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,HUMA 101 003, Beverlee Carroll,22,1.10,1.10,1.35,1.20,1.15,1.30,1.30,1.10,1.20,1.45,1.45,1.55,1.15,2.85,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
Fall 04,HUMA 101 004, Beverlee Carroll,20,1.32,1.26,1.37,1.26,1.47,1.33,1.16,1.16,1.05,1.53,1.47,1.63,1.16,2.68,19,19,19,19,19,18,19,19,19,19,19,19,19,19,19,19,
Fall 04,HUMA 101 005, Jill Logan,16,1.88,1.63,2.88,1.44,1.44,1.44,1.81,1.75,1.63,1.94,1.69,1.75,1.75,3.69,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,HUMA 101 006, Lawrence Jablecki,16,1.56,2.19,1.25,1.44,1.50,1.50,1.63,1.69,1.87,1.94,1.94,1.94,1.63,2.44,16,16,16,16,16,16,16,16,15,16,16,16,16,16,15,16,
Fall 04,HUMA 101 008, Sarah Westphal-Wihl,19,1.42,1.79,1.95,1.53,1.42,1.53,1.79,1.89,1.58,1.89,1.79,1.95,1.68,3.00,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
Fall 04,HUMA 108 001, Linda Neagley,15,1.77,2.86,1.77,2.18,2.23,2.91,3.14,3.00,2.00,2.23,2.50,2.68,2.50,3.18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,
Fall 04,HUMA 108 001, Joseph Manca,15,1.65,2.04,1.83,2.13,2.13,2.13,2.26,1.87,1.48,2.35,2.91,2.35,2.35,3.04,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
Fall 04,HUMA 109 001, Harvey Yunis,4,1.78,2.11,1.67,2.11,2.33,2.17,2.00,2.11,1.59,2.56,2.44,2.35,2.17,3.44,18,18,18,18,18,18,18,18,17,18,18,17,18,18,18,18,
Fall 04,HUMA 110 001, Gary Wihl,3,3.45,3.91,2.09,3.00,2.36,3.09,3.82,3.82,3.27,3.27,2.91,3.64,3.91,2.45,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,
Fall 04,HUMA 212 001, Jacqueline Hing,19,1.88,2.13,2.38,1.81,1.69,2.25,2.13,2.19,1.88,2.00,2.25,2.69,2.31,1.81,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,HUMA 295 001, Cheryl Matherly,12,1.27,2.00,1.45,1.45,1.55,1.91,2.18,1.73,1.55,1.91,2.45,2.36,1.91,2.64,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,HUMA 309 001, David Worth,9,1.67,1.67,1.78,1.44,1.22,1.44,1.44,1.44,1.44,2.22,1.67,1.89,1.67,2.11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,HUMA 310 001, David Worth,2,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,HUMA 311 001, David Worth,10,1.89,1.78,2.33,1.67,1.33,1.22,1.33,1.56,1.67,2.22,2.00,1.89,1.44,2.67,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,HUMA 324 001, Uwe Steiner,0,1.75,2.00,1.50,1.75,2.00,2.00,1.50,1.75,1.75,2.25,1.75,2.25,2.00,3.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,
Fall 04,HUMA 381 001, Ewa Thompson,8,1.44,1.88,1.38,1.94,1.69,2.13,1.31,1.44,1.06,1.94,2.13,1.81,1.63,3.94,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,HUMA 382 001, Ewa Thompson,5,1.80,2.20,1.70,2.00,2.00,2.40,2.20,1.90,1.60,2.30,2.10,2.30,2.00,3.60,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Fall 04,ITAL 101 001, Paula Surliuga,20,2.60,3.13,1.93,2.87,3.13,2.93,2.93,2.87,2.33,2.80,3.13,2.60,2.87,2.67,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
Fall 04,ITAL 101 002, Cinzia Holt,20,2.86,3.36,2.21,2.43,2.79,3.14,3.14,3.15,2.14,3.57,3.07,2.86,3.29,2.71,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,
Fall 04,ITAL 101 003, Cinzia Holt,16,1.92,1.85,1.15,1.23,1.23,1.69,1.69,1.62,1.08,2.00,1.54,1.69,1.62,2.54,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,
Fall 04,ITAL 201 001, Paula Surliuga,8,1.75,2.75,2.13,3.00,2.50,2.38,2.25,2.25,1.25,2.00,1.75,2.13,2.38,2.88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,ITAL 309 001, Paula Surliuga,7,1.50,1.33,1.17,1.67,1.50,1.33,1.50,1.33,1.17,1.33,1.33,1.50,1.17,3.00,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,JAPA 101 001, Hiroko Sato,26,1.74,2.32,1.32,1.84,1.84,2.37,2.00,2.16,1.68,2.32,2.42,1.63,2.05,2.89,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,19,
Fall 04,JAPA 201 001, Hiroko Sato,13,1.62,2.15,1.31,1.38,1.62,2.23,2.08,2.23,1.46,2.00,2.08,2.23,2.00,2.69,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,
Fall 04,JAPA 301 001, Hiroko Sato,3,2.00,2.00,3.00,2.00,1.00,2.00,3.00,4.00,1.00,2.00,2.00,2.00,3.00,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,JAPA 398 001, Hiroko Sato,1,2.00,2.00,2.00,2.00,1.00,3.00,0.00,3.00,2.00,1.00,3.00,1.00,2.00,2.00,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,
Fall 04,JAPA 498 001, Hiroko Sato,3,1.50,1.50,1.50,1.50,1.50,2.00,1.50,1.50,1.50,1.50,2.00,1.50,1.50,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
